student_id,roll_number,department,batch_year,graduation_year,current_year,cgpa,location,num_skills,num_certifications,num_internships,has_linkedin,has_github,has_portfolio,num_projects,programming_skills,domain_skills,soft_skills,top_skill_category,avg_skill_proficiency,total_certifications_value,total_internship_months,has_placement,placed_company,placed_role,placed_package,placed_industry,placement_year,time_to_placement_months,career_success_score,target_industry,target_role,career_satisfaction
575,18EEE002,EEE,2018,2022,6,8.2,Bangalore,13,4,3,1,0,0,8,MATLAB|Power Quality Monitoring|Harmonics|Compliance,Power Quality|Monitoring|Compliance,Analytical|Standards Focus,Technical,85,16,11,1,Fluke,Power Quality Engineer,1950000,Testing,2022,2,92,Power,Senior PQ Engineer,8
576,18MEC002,MEC,2018,2022,6,8.3,Pune,13,4,3,1,0,0,8,SolidWorks|Packaging Engineering|Product Packaging,Packaging Engineering|Product Design,Problem Solving|Consumer Focus,Technical,86,16,11,1,Tetra Pak,Packaging Engineer,1900000,Packaging,2022,1,93,Manufacturing,Senior Packaging Engineer,9
577,18CIV002,CIV,2018,2022,6,8.0,Mumbai,11,3,3,1,0,0,7,AutoCAD|Facade Engineering|Curtain Wall|Cladding,Facade Engineering|Building Envelope,Analytical|Specialized,Technical,83,15,10,1,Permasteelisa,Facade Engineer,1850000,Construction,2022,2,91,Construction,Senior Facade Engineer,8
578,17CSE001,CSE,2017,2021,7,8.4,Bangalore,17,6,3,1,1,1,10,Java|Legacy Systems|Modernization|Refactoring,Legacy Modernization|Refactoring|Architecture,Problem Solving|Patience|Strategic,Technical,87,17,13,1,ThoughtWorks,Modernization Architect,2100000,Consulting,2021,2,93,Technology,Principal Modernization,9
579,17IT001,IT,2017,2021,7,8.3,Hyderabad,16,6,3,1,1,0,9,Python|AIOps|ML for Operations|Log Analysis,AIOps|ML for IT Operations,Problem Solving|ML+Ops,Technical,86,17,13,1,Moogsoft,AIOps Engineer,2000000,Technology,2021,2,92,IT Operations,Senior AIOps,8
580,17ECE001,ECE,2017,2021,7,8.2,Pune,14,5,3,1,0,0,8,C|Time-Sensitive Networking|Industrial Ethernet|Deterministic,Time-Sensitive Networking|Industrial IoT,Problem Solving|Real-Time|Industrial,Technical,85,16,12,1,Cisco Industrial,TSN Engineer,2050000,Industrial,2021,2,92,Industrial,Senior TSN Engineer,8
581,17EEE001,EEE,2017,2021,7,8.0,Bangalore,12,4,2,1,0,0,7,MATLAB|Dynamic Voltage Restorer|Power Quality Devices,Power Quality Devices|Custom Power,Analytical|Problem Solving,Technical,83,15,11,1,ABB Power Quality,Power Quality Device Engineer,1900000,Power,2021,2,91,Power,Senior PQ Device Engineer,8
582,17MEC001,MEC,2017,2021,7,8.1,Pune,12,4,3,1,0,0,7,SolidWorks|Reverse Engineering|3D Scanning|Metrology,Reverse Engineering|3D Scanning,Problem Solving|Measurement Focus,Technical,84,16,12,1,FARO Technologies,Reverse Engineering Specialist,1950000,Metrology,2021,2,92,Manufacturing,Senior RE Specialist,8
583,17CIV001,CIV,2017,2021,7,7.9,Mumbai,10,3,2,1,0,0,6,AutoCAD|Forensic Engineering|Failure Analysis|Investigation,Forensic Engineering|Investigation,Analytical|Investigation Skills,Technical,82,14,10,1,Exponent,Forensic Engineer,1900000,Consulting,2021,3,90,Engineering,Senior Forensic Engineer,8
584,20CSE041,CSE,2020,2024,4,8.7,Bangalore,19,8,4,1,1,1,12,Python|Knowledge Distillation|Model Compression|Teacher-Student,Knowledge Distillation|Model Compression|Efficient ML,Problem Solving|ML Efficiency,Technical,91,19,14,1,Samsung Research,ML Efficiency Researcher,2300000,Research,2024,1,96,AI/ML,Senior Efficiency Researcher,9
585,20CSE042,CSE,2020,2024,4,8.4,Hyderabad,18,7,3,1,1,1,11,Python|Active Learning|Human-in-the-Loop|Interactive ML,Active Learning|HITL|Interactive ML,Problem Solving|Human+ML,Technical,88,18,13,1,Scale AI,Active Learning Engineer,2100000,AI,2024,1,94,AI/ML,Senior AL Engineer,9
586,20CSE043,CSE,2020,2024,4,8.2,Pune,17,6,3,1,1,1,10,Python|Fairness ML|Bias Detection|Ethical AI|Debiasing,Fairness in ML|Ethical AI|Bias Mitigation,Research|Ethics|Responsibility,Technical,86,17,12,1,IBM Research,Fairness ML Researcher,2000000,Research,2024,2,93,AI/ML,Fairness Specialist,8
587,20CSE044,CSE,2020,2024,4,9.0,Mumbai,20,9,4,1,1,1,14,Python|Interpretable ML|Explainability|Glass-Box Models|Transparent,Interpretable ML|Transparent AI|Explainability,Research|Transparency|Problem Solving,Technical,93,21,16,1,Fiddler AI,Interpretable ML Engineer,2400000,AI,2024,1,97,AI/ML,Principal Interpretability,9
588,20CSE045,CSE,2020,2024,4,8.6,Delhi,19,8,3,1,1,1,12,Python|Online Learning|Streaming ML|Incremental Learning,Online Learning|Streaming ML|Adaptive,Problem Solving|Real-Time ML,Technical,90,19,14,1,Tecton,Online Learning Engineer,2200000,ML Platform,2024,1,95,AI/ML,Senior Online ML,9
589,21CSE032,CSE,2021,2025,3,8.8,Vijayawada,19,8,4,1,1,1,13,Python|AutoML|Neural Architecture Search|Hyperparameter Tuning,AutoML|NAS|Optimization,Research|Automation|Problem Solving,Technical,91,20,14,0,,,0,,,,0,AI/ML,AutoML Engineer,
590,21CSE033,CSE,2021,2025,3,8.6,Guntur,18,7,3,1,1,1,12,Python|Federated Learning|Privacy|Distributed ML,Federated Learning|Privacy-Preserving ML,Problem Solving|Privacy+ML,Technical,89,19,13,0,,,0,,,,0,AI/ML,Federated Learning Engineer,
591,21CSE034,CSE,2021,2025,3,8.4,Hyderabad,17,6,3,1,1,1,11,Python|Transfer Learning|Domain Adaptation|Few-Shot,Transfer Learning|Domain Adaptation|Meta,Problem Solving|Generalization,Technical,87,18,12,0,,,0,,,,0,AI/ML,Transfer Learning Specialist,
592,20IT025,IT,2020,2024,4,9.2,Bangalore,21,9,5,1,1,1,15,Python|eBPF|Kernel Programming|Systems Observability,eBPF|Kernel|Low-Level,Problem Solving|Systems|Low Level,Technical,94,22,17,1,Isovalent,eBPF Engineer,2500000,Technology,2024,1,97,Systems,Principal eBPF,9
593,20IT026,IT,2020,2024,4,8.9,Hyderabad,20,8,4,1,1,1,14,Python|Service Mesh|Istio|Envoy|Microservices Networking,Service Mesh|Microservices|Networking,Problem Solving|Cloud Native,Technical,92,21,16,1,Solo.io,Service Mesh Engineer,2300000,Technology,2024,1,96,Cloud,Senior Service Mesh,9
594,20IT027,IT,2020,2024,4,8.6,Pune,19,7,4,1,1,1,13,Python|WebAssembly|Wasm|Edge Computing,WebAssembly|Edge|Modern Web,Problem Solving|Emerging Tech,Technical,90,20,15,1,Fastly,WebAssembly Engineer,2200000,Technology,2024,1,95,Technology,Senior Wasm Engineer,9
595,21IT026,IT,2021,2025,3,9.0,Guntur,20,8,4,1,1,1,14,Python|GitOps|ArgoCD|Flux|Declarative,GitOps|Declarative Infrastructure,Problem Solving|Modern DevOps,Technical,92,20,15,0,,,0,,,,0,DevOps,GitOps Engineer,
596,21IT027,IT,2021,2025,3,8.7,Vijayawada,19,7,4,1,1,1,13,Python|Policy as Code|OPA|Gatekeeper|Compliance,Policy as Code|Compliance Automation,Problem Solving|Compliance+Code,Technical,90,19,14,0,,,0,,,,0,DevOps,Policy Engineer,
597,20ECE025,ECE,2020,2024,4,9.3,Bangalore,20,9,5,1,1,1,15,C|C++|AI Accelerators|TPU|NPU|Custom Silicon,AI Accelerators|AI Chips|ML Hardware,Problem Solving|AI Hardware|Innovation,Technical,95,23,18,1,Google TPU,AI Accelerator Engineer,2800000,Hardware,2024,0,98,AI Hardware,Principal AI Hardware,10
598,20ECE026,ECE,2020,2024,4,9.0,Hyderabad,19,8,4,1,1,1,14,C|Neuromorphic Computing|Spiking|Brain-Inspired Hardware,Neuromorphic Hardware|Brain-Inspired,Research|Neuromorphic|Innovation,Technical,93,22,17,1,IBM Research,Neuromorphic Hardware Engineer,2700000,Research,2024,1,97,Hardware,Senior Neuromorphic,9
599,20ECE027,ECE,2020,2024,4,8.7,Pune,18,7,4,1,1,0,13,C|In-Memory Computing|Processing-in-Memory|Novel Architectures,In-Memory Computing|PIM|Novel Arch,Problem Solving|Novel Architecture,Technical,91,21,16,1,SK Hynix,In-Memory Computing Engineer,2500000,Semiconductor,2024,1,96,Hardware,Senior PIM Engineer,9
600,21ECE026,ECE,2021,2025,3,9.1,Vijayawada,19,8,4,1,1,1,14,C|Photonic Computing|Silicon Photonics|Optical,Photonic Computing|Optical Computing,Research|Photonics|Cutting Edge,Technical,93,22,17,0,,,0,,,,0,Hardware,Photonic Computing Researcher,
student_id,roll_number,department,batch_year,graduation_year,current_year,cgpa,location,num_skills,num_certifications,num_internships,has_linkedin,has_github,has_portfolio,num_projects,programming_skills,domain_skills,soft_skills,top_skill_category,avg_skill_proficiency,total_certifications_value,total_internship_months,has_placement,placed_company,placed_role,placed_package,placed_industry,placement_year,time_to_placement_months,career_success_score,target_industry,target_role,career_satisfaction
601,21ECE027,ECE,2021,2025,3,8.8,Guntur,18,7,4,1,1,1,13,C|Quantum Dots|Display Technology|Emerging,Quantum Dot Technology|Display Engineering,Problem Solving|Materials Focus,Technical,91,21,16,0,,,0,,,,0,Display,Quantum Dot Engineer,
602,20EEE025,EEE,2020,2024,4,9.1,Bangalore,17,8,5,1,1,1,14,MATLAB|Vehicle-to-Grid|V2G|Bidirectional Charging|Smart Charging,V2G|Smart Charging|Grid Integration,Problem Solving|EV+Grid|Innovation,Technical,94,23,18,1,Fermata Energy,V2G Engineer,2500000,Energy,2024,1,97,Energy,Principal V2G Engineer,9
603,20EEE026,EEE,2020,2024,4,8.8,Hyderabad,16,7,4,1,0,0,13,MATLAB|Solid-State Transformers|Power Electronics|Grid,Solid-State Transformers|Advanced Power,Research|Power Electronics,Technical,92,22,17,1,ABB Research,SST Research Engineer,2400000,Research,2024,1,96,Power,Senior SST Engineer,9
604,20EEE027,EEE,2020,2024,4,8.5,Chennai,15,6,4,1,0,0,12,MATLAB|Wireless Power Grid|Resonant Coupling,Wireless Power|Advanced Grid,Research|Innovation|Wireless,Technical,89,20,15,1,WiTricity,Wireless Grid Engineer,2200000,Energy,2024,1,95,Energy,Senior Wireless Power,9
605,21EEE026,EEE,2021,2025,3,8.9,Guntur,16,7,4,1,0,0,13,MATLAB|Hydrogen Fuel Cells|Electrolyzers|Energy Conversion,Hydrogen Energy|Fuel Cells|Electrolyzers,Problem Solving|Green Energy,Technical,92,21,16,0,,,0,,,,0,Energy,Fuel Cell Engineer,
606,21EEE027,EEE,2021,2025,3,8.6,Vijayawada,15,6,4,1,0,0,12,MATLAB|Supercapacitors|Energy Storage|Fast Charging,Supercapacitors|Energy Storage,Problem Solving|Energy Storage,Technical,89,20,15,0,,,0,,,,0,Energy,Supercapacitor Engineer,
607,20MEC025,MEC,2020,2024,4,9.2,Bangalore,18,8,5,1,1,1,15,Python|MATLAB|Additive Manufacturing|3D Printing|Generative Design|Topology Optimization,Advanced Manufacturing|3D Printing|Design Automation,Problem Solving|Innovation|Design,Technical,95,24,19,1,Desktop Metal,Additive Manufacturing Lead,2700000,Manufacturing,2024,1,98,Manufacturing,Principal AM Engineer,9
608,20MEC026,MEC,2020,2024,4,8.8,Pune,17,7,4,1,1,0,14,SolidWorks|ANSYS|Soft Robotics|Compliant Mechanisms,Soft Robotics|Compliant Mechanisms,Research|Innovation|Robotics,Technical,93,23,18,1,Soft Robotics Inc,Soft Robotics Engineer,2500000,Robotics,2024,1,97,Robotics,Senior Soft Robotics,9
609,20MEC027,MEC,2020,2024,4,8.5,Chennai,16,6,4,1,0,0,13,SolidWorks|Microfluidics|Lab-on-Chip|Biomedical,Microfluidics|Lab-on-Chip|BioMEMS,Problem Solving|Biomedical Focus,Technical,90,21,16,1,Fluidigm,Microfluidics Engineer,2300000,Biotech,2024,1,96,Medical,Senior Microfluidics,9
610,21MEC026,MEC,2021,2025,3,8.9,Vijayawada,17,7,4,1,0,0,14,SolidWorks|Exoskeletons|Wearable Robotics|Human Augmentation,Exoskeletons|Wearable Robotics,Problem Solving|Human Augmentation,Technical,92,22,17,0,,,0,,,,0,Robotics,Exoskeleton Engineer,
611,21MEC027,MEC,2021,2025,3,8.6,Guntur,16,6,4,1,0,0,13,ANSYS|Acoustic Engineering|Noise Control|Vibration,Acoustic Engineering|Noise Control,Analytical|Sound Focus,Technical,89,21,16,0,,,0,,,,0,Acoustics,Acoustic Engineer,
612,20CIV025,CIV,2020,2024,4,9.0,Bangalore,15,7,5,1,1,0,13,Python|Parametric Design|Computational Design|Grasshopper|Rhino,Parametric Design|Computational Architecture,Creativity|Innovation|Computation,Technical,93,23,18,1,Zaha Hadid Architects,Computational Design Engineer,2400000,Architecture,2024,1,97,Architecture,Principal Computational,9
613,20CIV026,CIV,2020,2024,4,8.6,Hyderabad,14,6,4,1,0,0,12,AutoCAD|Mass Timber|CLT|Sustainable Structures,Mass Timber|CLT|Wood Engineering,Problem Solving|Sustainable|Materials,Technical,90,21,16,1,StructureCraft,Mass Timber Engineer,2200000,Construction,2024,1,95,Construction,Senior Timber Engineer,9
614,20CIV027,CIV,2020,2024,4,8.3,Pune,13,5,4,1,0,0,11,AutoCAD|3D Printed Construction|Contour Crafting,3D Printed Construction|Additive Construction,Innovation|Emerging Tech,Technical,87,19,15,1,ICON,3D Construction Engineer,2100000,Construction Tech,2024,2,94,PropTech,Senior 3D Print Construction,8
615,21CIV026,CIV,2021,2025,3,8.7,Guntur,14,6,4,1,0,0,12,AutoCAD|Self-Healing Concrete|Smart Materials,Smart Materials|Self-Healing Structures,Research|Materials Innovation,Technical,90,21,16,0,,,0,,,,0,Materials,Smart Materials Engineer,
616,21CIV027,CIV,2021,2025,3,8.4,Vijayawada,13,5,4,1,0,0,11,AutoCAD|Floating Structures|Offshore|Marine Construction,Floating Structures|Marine|Offshore,Problem Solving|Marine Focus,Technical,87,20,15,0,,,0,,,,0,Marine,Floating Structures Engineer,
617,20CSM024,CSM,2020,2024,4,9.6,Bangalore,26,13,8,1,1,1,20,Python|Brain-Computer Interfaces|BCI|Neural Decoding|Neurotechnology,BCI|Neurotechnology|Neural Engineering,Research Excellence|Neurotech|Interdisciplinary,Technical,99,28,24,1,Neuralink,BCI Research Scientist,3800000,Neurotechnology,2024,0,100,Neurotech,Principal BCI Scientist,10
618,20CSM025,CSM,2020,2024,4,9.3,Hyderabad,25,12,7,1,1,1,19,Python|Symbolic Regression|Genetic Programming|Automated Science,Symbolic AI|Automated Science|Discovery,Research|Scientific Discovery,Technical,97,27,23,1,Nutonian,Symbolic AI Researcher,3500000,AI Research,2024,0,99,AI/ML,Principal Symbolic AI,10
619,20CSM026,CSM,2020,2024,4,9.0,Pune,24,11,7,1,1,1,18,Python|Neural Rendering|NeRF|Novel View Synthesis|3D Reconstruction,Neural Rendering|NeRF|3D AI,Research|Graphics+AI|Innovation,Technical,95,26,22,1,Luma AI,Neural Rendering Researcher,3300000,AI,2024,1,99,AI/ML,Principal Neural Rendering,9
620,21CSM026,CSM,2021,2025,3,9.4,Vijayawada,25,12,7,1,1,1,19,Python|Embodied Multimodal Learning|Vision+Language+Action,Embodied Multimodal AI|Robotics+Vision+NLP,Research|Multimodal|Embodied,Technical,97,27,22,0,,,0,,,,0,AI/ML,Embodied Multimodal Researcher,
621,21CSM027,CSM,2021,2025,3,9.2,Guntur,24,11,7,1,1,1,18,Python|Compositional Generalization|Systematic Generalization|Out-of-Distribution,Compositional AI|Generalization Research,Research|Generalization|Robustness,Technical,95,26,21,0,,,0,,,,0,AI/ML,Generalization Researcher,
622,20AID023,AID,2020,2024,4,9.5,Bangalore,25,12,8,1,1,1,20,Python|Real-Time Analytics|Sub-Second Latency|Stream Processing|Complex Event Processing,Real-Time Analytics|CEP|Ultra Low Latency,Architecture|Performance|Problem Solving,Technical,98,28,24,1,Materialize,Principal Real-Time Architect,3300000,Data Platform,2024,0,100,Data Engineering,Distinguished Real-Time,10
623,20AID024,AID,2020,2024,4,9.2,Hyderabad,24,11,7,1,1,1,19,Python|Behavioral Analytics|User Journey|Session Analysis,Behavioral Analytics|Product Intelligence,Analytical|User Focus|Product Sense,Technical,96,27,23,1,Amplitude,Principal Behavioral Scientist,3100000,Analytics,2024,1,99,Analytics,Head of Behavioral Science,9
624,20AID025,AID,2020,2024,4,8.9,Pune,23,10,7,1,1,1,18,Python|Synthetic Control|Causal Impact|Quasi-Experiments,Causal Inference|Quasi-Experiments|Impact,Research|Statistical|Causal,Technical,94,26,22,1,Uber Eats,Causal Inference Scientist,2900000,Technology,2024,1,98,Data Science,Principal Causal Scientist,9
625,21AID026,AID,2021,2025,3,9.3,Guntur,24,11,7,1,1,1,19,Python|Revenue Analytics|Pricing Science|Monetization,Revenue Analytics|Pricing Optimization,Business Impact|Analytical|Strategic,Technical,96,27,22,0,,,0,,,,0,Analytics,Revenue Scientist,
626,21AID027,AID,2021,2025,3,9.0,Vijayawada,23,10,7,1,1,1,18,Python|Churn Prevention|Retention Analytics|Customer Lifetime Value,Retention Science|Churn Analytics|CLV,Analytical|Business Impact|ML,Technical,94,26,21,0,,,0,,,,0,Analytics,Retention Scientist,
627,20AIML023,AIML,2020,2024,4,9.7,Bangalore,27,14,9,1,1,1,21,Python|Self-Supervised Learning|Contrastive Learning|SimCLR|MoCo|BYOL,Self-Supervised Learning|Representation Learning,Research Excellence|SSL|Innovation,Technical,100,30,27,1,FAIR,Self-Supervised Learning Lead,4000000,AI Research,2024,0,100,Research,Distinguished Researcher,10
628,20AIML024,AIML,2020,2024,4,9.4,Hyderabad,26,13,8,1,1,1,20,Python|Lifelong Learning|Continual Learning|Catastrophic Forgetting,Lifelong Learning|Never-ending Learning,Research|Plasticity|Innovation,Technical,98,29,26,1,DeepMind,Lifelong Learning Researcher,3800000,AI Research,2024,0,100,AI/ML,Principal Lifelong Learning,10
629,20AIML025,AIML,2020,2024,4,9.1,Pune,25,12,8,1,1,1,19,Python|Meta-Reinforcement Learning|Task Distribution|Rapid Adaptation,Meta-RL|Fast Adaptation|Task Learning,Research|RL|Meta-Learning,Technical,96,28,25,1,UC Berkeley,Meta-RL Researcher,3600000,Research,2024,1,99,AI/ML,Principal Meta-RL,9
630,21AIML026,AIML,2021,2025,3,9.5,Vijayawada,26,13,8,1,1,1,20,Python|Open-Ended Learning|Emergent Complexity|Artificial Life,Open-Ended AI|Artificial Life|Emergence,Research|Complexity|Innovation,Technical,98,29,25,0,,,0,,,,0,AI/ML,Open-Ended Learning Researcher,
631,21AIML027,AIML,2021,2025,3,9.3,Guntur,25,12,8,1,1,1,19,Python|Hybrid Neural-Symbolic|Differentiable Logic|Neural Theorem Proving,Neuro-Symbolic|Logic+Learning,Research|Hybrid AI|Reasoning,Technical,96,28,24,0,,,0,,,,0,AI/ML,Neuro-Symbolic Researcher,
632,20CIC023,CIC,2020,2024,4,9.2,Bangalore,25,12,8,1,1,1,19,Python|Zero-Knowledge Proofs|zkSNARKs|zkSTARKs|Bulletproofs,Zero-Knowledge Cryptography|Privacy Tech,Research|Cryptography|Privacy,Technical,96,28,24,1,zkSync,Zero-Knowledge Cryptographer,3200000,Blockchain,2024,1,99,Crypto,Principal zk Cryptographer,9
633,20CIC024,CIC,2020,2024,4,8.9,Hyderabad,24,11,7,1,1,1,18,Python|Secure Multi-Party ML|Privacy-Preserving Computation|Federated+SMPC,Secure MPC|Privacy ML|Federated,Research|Privacy|Cryptography,Technical,94,27,23,1,OpenMined,Secure MPC Engineer,3000000,Privacy Tech,2024,1,98,Security,Principal Privacy ML,9
634,20CIC025,CIC,2020,2024,4,8.7,Pune,23,10,7,1,1,1,17,Python|Quantum-Safe Security|Post-Quantum Migration|Hybrid Schemes,Quantum-Safe|PQC Migration|Future Security,Problem Solving|Future-Proof,Technical,92,26,22,1,QuSecure,Quantum-Safe Security Architect,3100000,Security,2024,1,97,Security,Principal Quantum-Safe,9
635,21CIC026,CIC,2021,2025,3,9.1,Guntur,24,11,7,1,1,1,18,Python|Homomorphic Encryption Applications|Encrypted Computation|Privacy,FHE Applications|Encrypted ML|Privacy,Research|FHE|Privacy Tech,Technical,95,27,23,0,,,0,,,,0,Security,FHE Application Engineer,
636,21CIC027,CIC,2021,2025,3,8.9,Vijayawada,23,10,7,1,1,1,17,Python|Side-Channel Analysis|Hardware Security|Power Analysis|Timing,Side-Channel Security|Hardware Attacks,Research|Hardware Security|Analysis,Technical,93,26,22,0,,,0,,,,0,Security,Side-Channel Researcher,
637,20CSO023,CSO,2020,2024,4,9.1,Bangalore,24,11,8,1,1,1,18,Python|Digital Twin+AI|Simulation+ML|Virtual Commissioning,Digital Twin AI|Simulation+ML|Predictive,Problem Solving|AI+Simulation|Industry 4.0,Technical,95,28,25,1,Siemens Digital Twin,Digital Twin AI Architect,2900000,Industrial,2024,1,98,Industrial,Principal Digital Twin,9
638,20CSO024,CSO,2020,2024,4,8.8,Hyderabad,23,10,7,1,1,1,17,Python|Swarm Drones|Multi-Agent UAV|Coordinated Flight,Swarm Drones|Multi-UAV|Coordination,Problem Solving|Swarm Robotics|Drones,Technical,93,27,24,1,Flock Freight,Swarm Drone Engineer,2700000,Logistics,2024,1,97,Drones,Senior Swarm Engineer,9
639,20CSO025,CSO,2020,2024,4,8.6,Pune,22,9,7,1,1,0,16,Python|Haptic Feedback IoT|Tactile Sensors|Touch Technology,Haptic IoT|Tactile Sensing|Touch,Problem Solving|Human Interface|Haptics,Technical,91,26,23,1,Ultraleap,Haptic IoT Engineer,2600000,Technology,2024,2,96,IoT,Senior Haptic Engineer,8
640,21CSO026,CSO,2021,2025,3,8.9,Vijayawada,23,10,7,1,1,1,17,Python|Brain-IoT|Neural Interfaces|BCI+IoT|Neurotechnology,Brain-Connected IoT|BCI+IoT|Neural,Research|BCI+IoT|Innovation,Technical,93,27,24,0,,,0,,,,0,Neurotech,Brain-IoT Engineer,
641,21CSO027,CSO,2021,2025,3,8.7,Guntur,22,9,7,1,1,0,16,Python|Biomedical IoT|Health Monitoring|Wearable Health,Biomedical IoT|Digital Health|Wearables,Problem Solving|Healthcare+IoT,Technical,91,26,23,0,,,0,,,,0,Healthcare,Biomedical IoT Engineer,
642,19CSE010,CSE,2019,2023,5,9.0,Bangalore,20,9,5,1,1,1,14,Python|Technical Leadership|Engineering Management|Team Building,Technical Leadership|Engineering Management,Leadership|Communication|Mentoring,Technical,93,22,18,1,Adobe,Engineering Manager,2600000,Technology,2023,1,97,Leadership,Senior EM,9
643,19CSE011,CSE,2019,2023,5,8.7,Hyderabad,19,8,4,1,1,1,13,Python|Product-Led Growth|PLG|Analytics|Experimentation,PLG|Growth Analytics|Product,Product Sense|Analytical|Growth,Technical,91,21,17,1,Figma,Growth Data Scientist,2400000,Technology,2023,1,96,Product,Senior Growth DS,9
644,19IT006,IT,2019,2023,5,8.8,Pune,18,8,4,1,1,1,12,Python|Technical Writing|Documentation|Developer Advocacy,Technical Writing|Documentation Engineering,Communication|Technical|Empathy,Technical,90,21,16,1,HashiCorp,Developer Advocate,2200000,Technology,2023,1,95,Developer Relations,Senior DevRel,9
645,19ECE006,ECE,2019,2023,5,8.6,Bangalore,16,7,4,1,1,0,11,C|Technical Sales|Solutions Engineering|Pre-Sales,Solutions Engineering|Technical Sales,Communication|Technical|Customer Focus,Technical,89,20,15,1,NVIDIA,Solutions Architect,2300000,Technology,2023,1,94,Sales Engineering,Principal SA,9
646,19EEE005,EEE,2019,2023,5,8.4,Hyderabad,14,6,3,1,0,0,10,MATLAB|Energy Consulting|Grid Planning|Advisory,Energy Consulting|Grid Advisory,Analytical|Consulting|Communication,Technical,87,19,14,1,Accenture Energy,Energy Consultant,2100000,Consulting,2023,2,93,Consulting,Senior Energy Consultant,8
647,19MEC005,MEC,2019,2023,5,8.5,Bangalore,15,6,4,1,0,0,10,SolidWorks|Application Engineering|Customer Support|Technical,Application Engineering|Customer Technical,Problem Solving|Customer Focus,Technical,88,19,15,1,ANSYS,Application Engineer,2000000,Software,2023,1,94,Technical Support,Senior AE,9
648,19CIV005,CIV,2019,2023,5,8.3,Mumbai,12,5,3,1,0,0,9,AutoCAD|Construction Project Management|Planning|Execution,Construction PM|Project Execution,Leadership|Planning|Communication,Technical,86,18,14,1,Tata Projects,Project Manager,2100000,Construction,2023,2,93,Construction,Senior PM,8
649,18CSE004,CSE,2018,2022,6,8.7,Bangalore,19,8,4,1,1,1,12,Python|Technical Product Management|Roadmap|Strategy,Technical PM|Product Strategy,Product Sense|Strategy|Leadership,Technical,91,21,17,1,Amazon,Senior Technical PM,2700000,Technology,2022,1,96,Product,Principal TPM,9
650,18IT003,IT,2018,2022,6,8.6,Hyderabad,18,7,4,1,1,1,11,Python|Engineering Productivity|Developer Tools|DX,Engineering Productivity|Developer Experience,Problem Solving|Developer Focus,Technical,90,20,16,1,LinkedIn,Engineering Productivity Engineer,2500000,Technology,2022,1,95,Developer Tools,Staff Productivity,9
651,18ECE003,ECE,2018,2022,6,8.5,Pune,16,6,4,1,1,0,10,C|Hardware-Software Co-Design|System Architecture,HW-SW Co-Design|System Architecture,Problem Solving|Systems Thinking,Technical,89,19,15,1,Xilinx,System Architect,2400000,Semiconductor,2022,1,94,Systems,Principal Architect,9
652,18EEE003,EEE,2018,2022,6,8.3,Bangalore,14,5,3,1,0,0,9,MATLAB|Grid Modernization|Smart Grid Transformation,Grid Modernization|Digital Transformation,Strategic|Analytical|Change Management,Technical,87,18,14,1,GE Digital Energy,Grid Modernization Lead,2300000,Energy,2022,2,93,Energy,Senior Modernization,8
653,18MEC003,MEC,2018,2022,6,8.4,Pune,14,5,4,1,0,0,9,SolidWorks|Test Engineering|Validation|Verification,Test Engineering|Validation,Problem Solving|Quality Focus,Technical,88,19,15,1,Ford,Test Engineer,2200000,Automotive,2022,1,94,Testing,Senior Test Engineer,9
654,18CIV003,CIV,2018,2022,6,8.1,Hyderabad,12,4,3,1,0,0,8,AutoCAD|Owner's Engineer|Project Oversight|Quality,Owner's Representative|Project Oversight,Analytical|Quality Focus|Oversight,Technical,85,17,13,1,PMC India,Owner's Engineer,2100000,Consulting,2022,2,92,Consulting,Senior Owner's Rep,8
655,17CSE002,CSE,2017,2021,7,8.5,Bangalore,18,7,4,1,1,1,11,Python|Technical Recruiting|Talent Acquisition|Hiring,Technical Recruiting|Talent Assessment,Communication|People Skills|Judgment,Technical,89,19,15,1,Google,Technical Recruiter,2400000,Technology,2021,2,94,HR,Senior Technical Recruiter,9
656,17IT002,IT,2017,2021,7,8.4,Hyderabad,17,6,3,1,1,0,10,Python|Business Systems Analyst|Requirements|Process,Business Systems Analysis|Requirements,Analytical|Communication|Bridge,Technical,88,18,14,1,SAP,Business Systems Analyst,2200000,Enterprise,2021,2,93,Business Analysis,Senior BSA,8
657,17ECE002,ECE,2017,2021,7,8.3,Pune,15,5,3,1,0,0,9,C|Field Application Engineer|Customer Engineering|Support,Field Application Engineering|Customer FAE,Problem Solving|Customer Focus,Technical,87,18,14,1,Analog Devices,Field Application Engineer,2150000,Semiconductor,2021,2,93,Customer Engineering,Senior FAE,8
658,17EEE002,EEE,2017,2021,7,8.1,Bangalore,13,4,3,1,0,0,8,MATLAB|Energy Efficiency|Audits|Optimization,Energy Efficiency|Energy Management,Analytical|Sustainability,Technical,85,17,13,1,Schneider Electric Energy Services,Energy Efficiency Consultant,2000000,Consulting,2021,3,92,Energy,Senior Energy Consultant,8
659,17MEC002,MEC,2017,2021,7,8.2,Pune,13,4,3,1,0,0,8,SolidWorks|Technical Service|Maintenance Engineering|Reliability,Maintenance Engineering|Reliability,Problem Solving|Service Focus,Technical,86,17,14,1,Caterpillar,Maintenance Engineer,2050000,Heavy Equipment,2021,2,92,Service,Senior Maintenance,8
